X,Y,Z,Layer,PaperSpace,SubClasses,Linetype,EntityHandle,Text,OGR_STYLE,,,,
31828.03196,-38999.79114,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,335A,,PEN(c:#7bc0f9),,,,
31842.83742,-39016.23427,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,335A,,PEN(c:#7bc0f9),,,,
31856.4598,-39033.67013,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,335A,,PEN(c:#7bc0f9),,,,
31868.83274,-39052.01376,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,335A,,PEN(c:#7bc0f9),,,,
31879.89595,-39071.1758,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,335A,,PEN(c:#7bc0f9),,,,
31889.59553,-39091.06289,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,335A,,PEN(c:#7bc0f9),,,,
31897.88423,-39111.57814,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,335A,,PEN(c:#7bc0f9),,,,
31904.72167,-39132.62161,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,335A,,PEN(c:#7bc0f9),,,,
31910.07453,-39154.09078,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,335A,,PEN(c:#7bc0f9),,,,
31913.91674,-39175.88105,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,335A,,PEN(c:#7bc0f9),,,,
31916.22958,-39197.88625,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,335A,,PEN(c:#7bc0f9),,,,
31917.00179,-39219.99919,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,335A,,PEN(c:#7bc0f9),,,,
31917.00179,-39537.00112,0,l-occupancylight,,AcDbEntity:AcDbPolyline,ByBlock,335B,,PEN(c:#eb144a),,,,
31917.00179,-38902.99726,0,l-occupancylight,,AcDbEntity:AcDbPolyline,ByBlock,335B,,PEN(c:#eb144a),,,,
31282.99793,-38902.99726,0,l-occupancylight,,AcDbEntity:AcDbPolyline,ByBlock,335B,,PEN(c:#eb144a),,,,
31282.99793,-39537.00112,0,l-occupancylight,,AcDbEntity:AcDbPolyline,ByBlock,335B,,PEN(c:#eb144a),,,,
31917.00179,-39537.00112,0,l-occupancylight,,AcDbEntity:AcDbPolyline,ByBlock,335B,,PEN(c:#eb144a),,,,
31782.52991,-39658.83439,-4.30E-09,c-cctv,,AcDbEntity:AcDbPolyline,ByBlock,335C,,PEN(c:#7bc0f9),,,,
32416.53376,-39658.83439,-4.30E-09,c-cctv,,AcDbEntity:AcDbPolyline,ByBlock,335C,,PEN(c:#7bc0f9),,,,
32416.53376,-40292.83825,-4.30E-09,c-cctv,,AcDbEntity:AcDbPolyline,ByBlock,335C,,PEN(c:#7bc0f9),,,,
31782.52991,-40292.83825,-4.30E-09,c-cctv,,AcDbEntity:AcDbPolyline,ByBlock,335C,,PEN(c:#7bc0f9),,,,
31782.52991,-39658.83439,-4.30E-09,c-cctv,,AcDbEntity:AcDbPolyline,ByBlock,335C,,PEN(c:#7bc0f9),,,,
32148.4373,-23550.01824,0,p-guideboard-display,,AcDbEntity:AcDbPolyline,ByBlock,3361,,PEN(c:#bcc6ae),,,,
31051.5623,-23550.01824,0,p-guideboard-display,,AcDbEntity:AcDbPolyline,ByBlock,3361,,PEN(c:#bcc6ae),,,,
31051.5623,-24930.01824,0,p-guideboard-display,,AcDbEntity:AcDbPolyline,ByBlock,3361,,PEN(c:#bcc6ae),,,,
32148.4373,-24930.01824,0,p-guideboard-display,,AcDbEntity:AcDbPolyline,ByBlock,3361,,PEN(c:#bcc6ae),,,,
32148.4373,-23550.01824,0,p-guideboard-display,,AcDbEntity:AcDbPolyline,ByBlock,3361,,PEN(c:#bcc6ae),,,,
32148.4373,-23550.01824,0,p-guideboard-display,,AcDbEntity:AcDbPolyline,ByBlock,3362,,PEN(c:#bcc6ae),,,,
31051.5623,-23550.01824,0,p-guideboard-display,,AcDbEntity:AcDbPolyline,ByBlock,3362,,PEN(c:#bcc6ae),,,,
31051.5623,-22170.01824,0,p-guideboard-display,,AcDbEntity:AcDbPolyline,ByBlock,3362,,PEN(c:#bcc6ae),,,,
32148.4373,-22170.01824,0,p-guideboard-display,,AcDbEntity:AcDbPolyline,ByBlock,3362,,PEN(c:#bcc6ae),,,,
32148.4373,-23550.01824,0,p-guideboard-display,,AcDbEntity:AcDbPolyline,ByBlock,3362,,PEN(c:#bcc6ae),,,,
31599.9998,-22860.01824,0,p-guideboard-display,,AcDbEntity:AcDbMText,ByBlock,3363,L,"LABEL(f:""Dotum"",t:""L"",a:-90,s:500g,p:5,c:#bcc6ae)",,,,
31599.9998,-24240.01824,0,p-guideboard-display,,AcDbEntity:AcDbMText,ByBlock,3364,R,"LABEL(f:""Dotum"",t:""R"",a:-90,s:500g,p:5,c:#bcc6ae)",,,,
18493.96337,-23550.00002,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18493.19117,-23572.11296,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18490.87833,-23594.11816,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18487.03612,-23615.90843,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18481.68325,-23637.37759,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18474.84582,-23658.42106,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18466.55711,-23678.93632,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18456.85753,-23698.82341,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18445.79432,-23717.98545,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18433.42139,-23736.32908,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18419.79901,-23753.76493,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18404.99355,-23770.20806,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18389.07713,-23785.57836,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18372.12732,-23799.80095,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18354.22667,-23812.80653,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18335.46241,-23824.53174,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18315.92594,-23834.91947,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18295.71245,-23843.91909,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18274.92043,-23851.48677,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18253.65115,-23857.58564,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18232.00825,-23862.18598,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18210.09717,-23865.26538,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18188.02465,-23866.80884,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18165.89823,-23866.80884,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18143.82572,-23865.26538,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18121.91463,-23862.18598,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18100.27173,-23857.58564,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18079.00246,-23851.48677,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18058.21043,-23843.91909,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18037.99694,-23834.91947,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18018.46048,-23824.53174,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17999.69621,-23812.80653,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17981.79557,-23799.80095,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17964.84575,-23785.57836,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17948.92934,-23770.20806,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17934.12388,-23753.76493,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17920.50149,-23736.32908,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17908.12856,-23717.98545,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17897.06535,-23698.82341,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17887.36577,-23678.93632,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17879.07707,-23658.42106,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17872.23963,-23637.37759,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17866.88677,-23615.90843,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17863.04455,-23594.11816,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17860.73171,-23572.11296,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17859.95951,-23550.00002,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17860.73171,-23527.88708,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17863.04455,-23505.88188,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17866.88677,-23484.09161,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17872.23963,-23462.62245,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17879.07707,-23441.57897,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17887.36577,-23421.06372,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17897.06535,-23401.17663,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17908.12856,-23382.01459,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17920.50149,-23363.67096,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17934.12388,-23346.23511,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17948.92934,-23329.79198,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17964.84575,-23314.42168,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17981.79557,-23300.19909,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
17999.69621,-23287.19351,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18018.46048,-23275.4683,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18037.99694,-23265.08057,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18058.21043,-23256.08095,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18079.00246,-23248.51327,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18100.27173,-23242.4144,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18121.91463,-23237.81406,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18143.82572,-23234.73466,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18165.89823,-23233.1912,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18188.02465,-23233.1912,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18210.09717,-23234.73466,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18232.00825,-23237.81406,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18253.65115,-23242.4144,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18274.92043,-23248.51327,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18295.71245,-23256.08095,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18315.92594,-23265.08057,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18335.46241,-23275.4683,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18354.22667,-23287.19351,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18372.12732,-23300.19909,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18389.07713,-23314.42168,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18404.99355,-23329.79198,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18419.79901,-23346.23511,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18433.42139,-23363.67096,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18445.79432,-23382.01459,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18456.85753,-23401.17663,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18466.55711,-23421.06372,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18474.84582,-23441.57897,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18481.68325,-23462.62245,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18487.03612,-23484.09161,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18490.87833,-23505.88188,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18493.19117,-23527.88708,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18493.96337,-23550.00002,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3365,,PEN(c:#7bc0f9),,,,
18493.96337,-23867.00195,0,l-occupancylight,,AcDbEntity:AcDbPolyline,ByBlock,3366,,PEN(c:#eb144a),,,,
18493.96337,-23232.99809,0,l-occupancylight,,AcDbEntity:AcDbPolyline,ByBlock,3366,,PEN(c:#eb144a),,,,
17859.95951,-23232.99809,0,l-occupancylight,,AcDbEntity:AcDbPolyline,ByBlock,3366,,PEN(c:#eb144a),,,,
17859.95951,-23867.00195,0,l-occupancylight,,AcDbEntity:AcDbPolyline,ByBlock,3366,,PEN(c:#eb144a),,,,
18493.96337,-23867.00195,0,l-occupancylight,,AcDbEntity:AcDbPolyline,ByBlock,3366,,PEN(c:#eb144a),,,,
31915.89765,-25650.00079,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31915.12545,-25672.11373,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31912.81261,-25694.11894,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31908.9704,-25715.9092,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31903.61753,-25737.37837,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31896.78009,-25758.42184,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31888.49139,-25778.93709,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31878.79181,-25798.82418,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31867.7286,-25817.98622,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31855.35567,-25836.32985,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31841.73329,-25853.76571,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31826.92782,-25870.20884,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31811.01141,-25885.57914,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31794.06159,-25899.80172,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31776.16095,-25912.8073,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31757.39668,-25924.53252,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31737.86022,-25934.92024,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31717.64673,-25943.91986,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31696.8547,-25951.48754,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31675.58543,-25957.58641,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31653.94253,-25962.18675,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31632.03144,-25965.26615,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31609.95893,-25966.80961,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31587.83251,-25966.80961,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31565.76,-25965.26615,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31543.84891,-25962.18675,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31522.20601,-25957.58641,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31500.93674,-25951.48754,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31480.14471,-25943.91986,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31459.93122,-25934.92024,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31440.39476,-25924.53252,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31421.63049,-25912.8073,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31403.72984,-25899.80172,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31386.78003,-25885.57914,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31370.86362,-25870.20884,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31356.05815,-25853.76571,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31342.43577,-25836.32985,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31330.06284,-25817.98622,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31318.99963,-25798.82418,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31309.30005,-25778.93709,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31301.01135,-25758.42184,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31294.17391,-25737.37837,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31288.82104,-25715.9092,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31284.97883,-25694.11894,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31282.66599,-25672.11373,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31281.89379,-25650.00079,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31282.66599,-25627.88786,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31284.97883,-25605.88265,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31288.82104,-25584.09239,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31294.17391,-25562.62322,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31301.01135,-25541.57975,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31309.30005,-25521.06449,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31318.99963,-25501.1774,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31330.06284,-25482.01537,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31342.43577,-25463.67174,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31356.05815,-25446.23588,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31370.86362,-25429.79275,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31386.78003,-25414.42245,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31403.72984,-25400.19987,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31421.63049,-25387.19428,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31440.39476,-25375.46907,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31459.93122,-25365.08135,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31480.14471,-25356.08172,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31500.93674,-25348.51404,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31522.20601,-25342.41518,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31543.84891,-25337.81484,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31565.76,-25334.73544,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31587.83251,-25333.19197,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31609.95893,-25333.19197,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31632.03144,-25334.73544,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31653.94253,-25337.81484,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31675.58543,-25342.41518,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31696.8547,-25348.51404,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31717.64673,-25356.08172,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31737.86022,-25365.08135,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31757.39668,-25375.46907,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31776.16095,-25387.19428,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31794.06159,-25400.19987,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
31811.01141,-25414.42245,0,c-cctv,,AcDbEntity:AcDbCircle,ByBlock,3367,,PEN(c:#7bc0f9),,,,
